Sunshine,Humidity,Pressure,Cloud,Target,Predict
,85.0,1027.75,,0,0
3.7,55.0,1012.15,6.0,0,0
9.6,46.0,1015.95,2.5,0,0
9.0,58.0,1015.9000000000001,4.0,0,0
,55.0,1020.8,,0,0
12.8,37.0,1007.05,0.5,0,0
,,,8.0,1,0
,54.5,1029.25,,0,0
,68.5,1019.1500000000001,,0,0
,48.5,,,0,0
11.2,64.5,1010.6500000000001,3.5,0,0
,24.5,1012.25,,0,0
12.5,66.5,1017.95,3.0,0,0
4.5,73.0,1021.05,5.0,0,0
,53.5,1005.4,5.5,1,0
12.6,25.0,1006.25,2.5,0,0
,77.0,,6.0,0,0
8.8,51.5,1021.75,3.5,0,0
,,,,0,0
,52.5,,0.0,0,0
1.2,73.0,1014.8,7.0,0,1
7.4,67.0,1020.75,6.5,0,0
,77.5,1020.9000000000001,,1,0
,51.5,1012.7,,0,0
10.0,65.0,1022.05,1.5,0,0
,86.5,1010.0,8.0,1,1
,25.5,1016.85,2.0,0,0
,90.5,1018.75,,1,1
,31.5,1008.25,0.0,0,0
,95.0,1019.9,8.0,1,1
,68.0,1006.7,,1,0
,44.0,1015.0,,0,0
1.8,87.0,1008.5,8.0,1,1
9.0,62.5,1015.55,4.0,0,0
,41.0,1022.25,,0,0
,55.0,1014.6500000000001,,0,0
,91.5,1027.9,8.0,0,1
,73.0,1023.55,,0,0
,53.0,,0.5,0,0
,88.0,1019.9000000000001,5.5,1,1
11.8,56.0,1016.5999999999999,3.5,0,0
,63.0,1015.4000000000001,,0,0
,33.0,1013.95,1.5,0,0
,57.5,1026.65,,0,0
,89.5,1005.25,,1,1
5.7,52.0,1016.2,6.5,0,0
,67.5,1020.55,,0,0
,54.5,,,0,0
,89.0,1006.3,,1,1
,74.5,1023.2,,1,0
,58.0,1003.1,,0,0
,22.0,1018.0999999999999,,0,0
12.7,8.0,1008.9,0.0,0,0
11.3,47.5,1012.95,2.0,0,0
,66.0,1020.6,,0,0
,64.0,1008.75,,0,0
10.8,56.5,1020.45,1.5,0,0
,65.0,1029.1,5.5,0,0
,38.0,1011.75,,0,0
,90.0,1007.35,8.0,1,1
0.4,83.5,1009.4000000000001,7.5,1,1
,8.0,1023.55,2.5,0,0
9.3,53.0,1022.45,,0,0
,46.0,1019.6,5.5,0,0
,71.0,1006.1,,1,0
,36.5,1013.85,,0,0
4.5,57.5,1010.1,6.0,0,0
,82.0,1023.65,,0,0
,78.0,1020.05,,0,0
,77.0,1021.55,2.5,0,0
,75.5,,0.5,0,0
,69.5,1018.2,,0,0
,41.0,1013.05,,0,0
,34.5,1006.15,,0,0
,71.0,1013.35,,0,0
,61.0,,,1,0
,94.5,1019.05,,1,1
,66.5,1023.0,,1,0
,86.0,1004.45,,1,1
,100.0,1016.6500000000001,,1,1
,39.5,1015.7,,0,0
,93.0,1011.4,8.0,1,1
,27.5,1010.0,6.0,0,0
,56.0,1012.75,,0,0
,52.0,1017.65,2.5,0,0
2.9,74.0,1011.05,7.0,0,1
7.3,84.5,1025.4499999999998,6.0,0,0
,,,,0,0
,,,,1,0
0.3,85.5,1006.35,7.5,1,1
,57.5,,2.0,1,0
,63.0,,3.0,1,0
,59.0,1010.9000000000001,,0,0
,60.0,,2.5,0,0
,,,,0,0
,,,,0,0
4.4,68.5,1018.9,7.5,0,0
,58.5,1011.1,,0,0
,49.5,1017.55,,0,0
,60.5,,1.0,0,0
,20.5,1017.3499999999999,,0,0
,57.0,1015.85,,0,0
10.4,33.5,1013.0999999999999,4.5,0,0
,31.0,1003.0999999999999,,0,0
,72.0,1017.05,4.0,0,0
,73.5,1016.25,,0,0
11.9,39.0,1022.25,1.0,0,0
,86.0,1020.05,,0,1
11.9,54.5,1012.6,4.0,0,0
,,,,0,0
,74.0,1008.15,,0,0
,,,,0,0
,45.0,1015.05,,0,0
,62.0,1033.3000000000002,,0,0
,51.5,1021.0,,0,0
,48.0,1016.2,,0,0
5.9,52.5,1018.7,6.0,0,0
11.1,47.5,1019.35,3.0,0,0
,70.0,1017.35,7.0,0,0
,36.0,1022.4,0.0,0,0
,39.5,1015.1500000000001,,0,0
,41.5,996.95,,0,0
8.8,65.0,1016.4,5.0,0,0
9.9,52.5,1015.3,1.0,0,0
1.8,86.5,1014.3,7.5,1,1
,42.5,1015.15,,0,0
9.9,37.5,1019.75,2.0,0,0
,55.0,1025.75,3.0,0,0
,73.0,1015.1500000000001,8.0,1,1
,72.5,1023.25,,0,0
,72.5,1005.35,7.0,0,1
,58.0,1029.5500000000002,,0,0
,45.5,1027.6,,0,0
,,,,0,0
,66.5,1005.65,,0,0
,78.0,1027.65,,0,0
8.0,36.0,1021.5,1.0,0,0
,64.5,1023.45,,0,0
,85.5,1019.15,8.0,1,1
,55.0,1016.4,,0,0
9.1,62.0,1015.55,5.5,0,0
,90.0,1016.15,,1,1
,91.0,,8.0,0,1
,57.0,1026.4499999999998,,0,0
,27.0,1010.95,,0,0
8.3,61.5,1016.0,2.5,0,0
,77.0,1023.75,,1,0
,77.5,1023.6500000000001,,0,0
,73.0,1011.9,,1,0
9.8,60.0,1017.25,7.0,0,0
,67.5,1020.95,,0,0
0.4,88.5,1022.3,8.0,1,1
,85.5,1019.4,,1,1
,69.5,,1.5,0,0
,48.0,1011.05,6.5,0,0
,67.0,1017.55,,0,0
,48.5,1002.15,1.0,0,0
,77.0,1017.5,,0,0
,,,,0,0
,48.5,1017.4000000000001,,0,0
12.5,50.5,1011.05,2.5,0,0
,78.5,,6.5,1,0
,62.0,1023.75,,0,0
,37.0,1013.3,3.5,0,0
6.4,63.5,1016.65,7.0,0,0
,27.0,1023.7,3.5,0,0
,90.5,1033.25,8.0,0,1
,59.0,1033.65,,0,0
,,,,0,0
,76.5,,7.0,0,0
8.8,75.5,1012.6,5.0,0,0
,37.5,1004.9000000000001,1.0,0,0
,63.5,1003.05,7.0,1,0
,58.0,1016.6,,0,0
0.0,93.0,1018.3,8.0,1,1
,82.0,1032.1,,0,0
,51.0,1013.2,,0,0
9.2,62.5,1015.35,4.0,1,0
,67.5,1018.55,4.0,0,0
,57.5,1012.25,,0,0
9.6,56.0,1016.5,1.0,0,0
,,,,0,0
,67.0,1012.1500000000001,5.0,1,0
10.4,54.0,1019.05,2.5,0,0
,33.0,1019.7,,0,0
,78.0,1019.05,,0,0
,44.0,1015.45,,0,0
9.9,66.5,1026.4499999999998,1.0,0,0
,64.0,1019.8,,0,0
,49.0,1007.0,,0,0
6.4,48.0,1016.1500000000001,6.5,0,0
,77.5,1015.6,,0,0
,49.5,1009.15,,0,0
,52.5,1021.75,0.5,0,0
,50.5,1011.55,,0,0
,54.5,1024.4,1.0,0,0
,49.0,1025.9,,0,0
,19.0,1012.6,1.0,0,0
,49.5,1003.5999999999999,,0,0
,26.5,1011.3,,0,0
,71.0,1010.4,,0,0
9.7,49.5,1022.15,2.0,0,0
,66.0,,3.5,0,0
,58.0,1019.8499999999999,,0,0
,80.5,1011.95,,1,0
0.0,88.5,1017.4000000000001,8.0,1,1
,37.0,1012.4,7.5,0,0
,56.5,1028.95,,0,0
,80.0,1020.25,8.0,1,1
,43.5,1020.6,,0,0
,30.0,1011.65,0.0,0,0
,74.5,1011.95,,0,0
,65.0,1019.15,,0,0
,54.0,1010.65,,0,0
,52.0,1011.25,,0,0
10.3,44.5,1027.0500000000002,0.5,0,0
12.0,53.0,1014.5,2.0,0,0
,65.0,1026.65,0.5,0,0
,51.5,1009.7,,0,0
,90.5,1019.8,8.0,1,1
,45.5,1009.85,,0,0
,56.5,1015.9000000000001,,0,0
,42.0,1010.8,,0,0
,89.0,,,1,1
,63.0,1031.0500000000002,,0,0
,38.5,1016.55,,0,0
10.6,52.5,1023.4,1.5,0,0
,47.5,,0.5,0,0
2.8,40.5,1009.75,,1,0
6.3,79.0,1015.1,4.0,0,0
,,,,0,0
11.7,63.5,1021.6500000000001,3.0,0,0
,,,,0,0
,59.0,1022.7,,0,0
11.2,64.5,1014.8499999999999,7.0,0,0
7.0,59.0,1017.95,4.0,0,0
,39.0,1012.7,,0,0
,28.5,1023.75,1.5,0,0
,56.5,1013.85,4.5,0,0
12.5,50.0,1015.8,3.0,0,0
,87.5,1011.95,,1,1
0.6,67.5,1021.95,7.0,1,0
,,,,0,0
,81.0,1011.5,,0,0
,43.5,1007.1,,0,0
7.6,72.5,1024.4,4.5,0,0
,79.5,1013.35,,0,0
,23.0,1008.9000000000001,1.5,0,0
,63.0,1012.65,,0,0
,71.5,1008.55,6.0,0,1
,44.5,1028.5500000000002,,0,0
,63.0,1021.9,,0,0
,80.5,1019.5,,0,0
13.0,46.5,1017.85,0.5,0,0
,40.5,1013.9000000000001,,0,0
,,,,0,0
,78.5,1009.55,,0,0
,57.5,1022.5,,0,0
8.8,68.0,1018.5,6.0,0,0
,64.0,1024.05,8.0,1,0
,74.5,1016.9000000000001,,0,0
,,,,0,0
,49.5,1008.0,7.0,1,0
,64.5,1024.15,,0,0
,57.0,1014.35,,0,0
9.2,62.0,1023.5999999999999,1.0,0,0
,68.0,1022.35,,0,0
,60.5,1021.2,,0,0
,77.5,1008.25,,1,0
,59.5,1015.9000000000001,,1,0
,63.0,,,0,0
6.2,51.0,1005.25,5.0,1,0
2.4,73.0,1016.4,7.0,1,1
,81.5,1010.8499999999999,,1,0
9.1,57.5,1021.95,4.5,0,0
,69.0,1028.05,,0,0
,34.5,1011.75,,0,0
,,,,1,0
,,,0.0,0,0
,85.0,1029.6,,1,0
,33.0,1009.95,,0,0
,32.0,1026.65,3.0,0,0
,27.0,1004.0,2.0,0,0
,44.5,,0.0,0,0
,21.0,1007.5,,0,0
,70.0,,6.0,1,0
,51.0,1013.45,,1,0
,46.5,,2.0,0,0
,88.5,1013.05,8.0,1,1
,77.0,1012.7,,0,0
,60.0,1014.1500000000001,,0,0
,96.0,1007.95,6.5,1,1
,69.0,,6.5,0,0
,91.0,994.3,8.0,1,1
,79.0,1017.6500000000001,,0,0
,75.5,1006.0,,1,0
10.3,34.5,1022.6999999999999,3.5,0,0
11.3,16.0,1008.05,0.5,0,0
11.4,28.0,1012.6500000000001,0.0,0,0
,92.5,,6.0,1,1
,65.0,1023.4,6.5,0,0
,16.0,1009.8499999999999,0.5,0,0
,35.5,1009.15,,0,0
,59.0,,4.0,0,0
0.4,75.0,1024.1,8.0,1,1
,47.5,1013.55,,0,0
,80.0,1013.4000000000001,,0,0
,55.0,1020.95,,0,0
,36.5,1007.1,,0,0
3.4,78.0,1025.15,7.0,0,0
,61.0,1020.65,,0,0
,58.5,1024.85,,0,0
,64.0,1009.75,1.5,0,0
,49.5,,,0,0
,71.5,1003.3,,0,0
,62.5,,4.5,0,0
,36.0,1011.25,,0,0
,56.5,1024.25,,0,0
7.6,49.5,1026.7,3.0,0,0
,61.0,1006.65,,0,0
,,,,0,0
,48.0,1009.95,,0,0
,46.5,1012.5,,0,0
,38.0,1014.4,,1,0
,69.5,1024.4,8.0,1,0
,64.0,,,0,0
9.8,51.0,1018.05,5.5,0,0
,53.5,1017.45,,0,0
,48.5,1014.5,,1,0
,87.0,,6.5,1,1
0.0,95.0,1007.4000000000001,8.0,1,1
,78.5,1013.95,,0,0
,52.0,1024.9,4.0,0,0
8.9,67.0,1018.8,3.5,0,0
,41.5,1014.9,,0,0
,34.0,1017.6,0.0,0,0
,43.0,1013.45,,0,0
10.9,36.5,1018.95,0.0,0,0
8.6,68.5,1013.9,5.5,1,0
,49.0,1014.5999999999999,,0,0
,51.5,,0.0,0,0
3.6,66.5,1024.2,6.0,0,0
,61.5,1013.3499999999999,,0,0
,51.5,1021.85,,0,0
,17.0,1009.8,,1,0
9.0,41.0,1023.0,3.0,0,0
,92.0,1017.1,,1,1
,73.0,1019.55,,0,0
,52.5,1007.1500000000001,7.5,0,0
,,,,0,0
,58.5,1005.3,,0,0
,73.0,1015.85,,0,0
,62.0,,5.5,0,0
0.0,86.5,1025.45,7.5,1,1
,61.0,1020.8499999999999,,0,0
11.1,33.0,1020.2,0.0,0,0
,54.0,1018.3,,0,0
,,,,0,0
,61.0,,3.0,0,0
,59.0,1023.6,7.0,0,0
9.3,74.5,1020.55,5.5,1,0
,56.5,1018.1,4.5,0,0
,31.0,1006.5,,0,0
,62.5,,5.5,0,0
,64.5,1020.0999999999999,8.0,1,0
,73.0,1027.05,,1,0
2.3,65.5,1018.0,7.0,0,0
,58.0,,6.0,1,0
,63.0,1008.7,,0,0
,60.0,1028.8,,0,0
,59.0,1025.25,,0,0
,49.0,1014.85,,0,0
8.8,69.5,1017.25,4.5,0,0
9.8,59.5,1015.5999999999999,1.0,0,0
,85.5,1021.75,,0,0
,67.0,1026.3,,0,0
7.9,48.0,1011.2,6.0,0,0
11.7,58.0,1015.3,2.0,0,0
,58.5,1018.2,,1,0
,61.0,1021.55,,0,0
,36.5,1012.65,,1,0
10.5,28.0,1029.1,0.0,0,0
,54.0,1014.65,,0,0
,67.5,,1.5,0,0
,79.0,1012.05,,1,0
,92.0,,8.0,1,1
,84.0,,7.0,0,0
,69.0,,7.5,1,0
,64.5,,0.0,0,0
,62.0,,0.5,0,0
8.2,64.5,1013.45,4.5,1,0
,90.0,1014.3,7.5,1,1
,40.0,1008.1500000000001,,0,0
,79.5,1006.4,,0,0
,66.5,,2.5,0,0
,66.5,,1.0,0,0
,53.5,1001.2,6.0,1,0
12.0,25.0,1012.1,0.5,0,0
,62.5,1018.85,,0,0
13.1,40.0,1020.5,0.5,0,0
,54.0,1028.1,1.0,0,0
,58.5,1026.7,,0,0
,76.5,1018.7,,0,0
,70.0,1022.0999999999999,,0,0
,42.0,1015.1,,0,0
6.3,51.5,1017.45,6.0,0,0
7.3,83.0,1020.75,6.5,1,0
,63.5,1029.1,0.0,0,0
10.4,47.5,1026.55,1.0,0,0
,40.5,1018.1,1.5,0,0
12.8,46.0,1013.7,0.5,0,0
,79.0,1025.35,,1,0
,54.5,1009.95,7.5,1,0
,92.5,1029.4,,1,1
,77.5,,,1,0
12.0,31.5,1022.4,2.0,0,0
7.4,69.0,1015.55,4.5,0,0
,,,,1,0
,25.0,1019.45,,0,0
,80.5,1009.65,,1,0
10.9,68.5,,4.5,0,0
,59.0,1009.55,,0,0
,59.5,1013.6,2.0,0,0
,83.0,1023.15,,1,0
,89.5,1011.1,,1,1
,78.0,1023.95,,1,0
,65.0,1023.3499999999999,,0,0
,51.0,1015.4,,0,0
,42.5,1013.8,,0,0
,64.5,1015.1500000000001,,0,0
,,,,0,0
,50.5,1015.85,,0,0
,26.0,1019.4,2.5,0,0
,83.5,1016.0,7.0,1,1
,61.0,1019.35,,0,0
,60.0,1023.2,,0,0
,81.5,1011.7,,0,0
,45.5,1022.35,,0,0
8.2,74.5,1021.1,5.0,0,0
,86.5,1014.0999999999999,7.5,0,1
,81.5,1013.1,,1,0
,56.5,,0.5,0,0
10.5,65.0,1023.75,1.0,0,0
,66.5,1006.1,,0,0
,,,,0,0
,,,,0,0
,47.0,1024.05,1.0,0,0
1.5,79.5,1017.4,8.0,1,1
,61.0,1013.6500000000001,,0,0
9.6,46.0,1014.9,2.5,0,0
,95.5,1012.8499999999999,8.0,1,1
,43.5,1014.3,6.0,0,0
,67.5,1020.75,,0,0
,36.0,1014.5,,1,0
,97.5,,8.0,1,1
5.4,52.0,1011.6500000000001,6.5,1,0
12.0,21.0,1013.1,0.0,0,0
,66.5,1021.8499999999999,,0,0
,34.5,1019.55,,0,0
,45.0,1008.4,,1,0
,69.5,1016.3,,0,0
,69.0,1025.5,,0,0
10.0,47.0,1023.95,2.0,0,0
,68.5,1018.55,,0,0
,89.0,1026.5,,1,1
,72.0,,7.5,0,0
,73.0,1016.05,,0,0
,63.5,1017.1,,0,0
,46.5,1019.55,,0,0
,16.5,1010.2,6.5,0,0
,42.5,1021.05,,0,0
,61.0,,,0,0
,28.0,1019.9,0.0,0,0
,51.0,1011.15,,0,0
,58.0,1007.25,,0,0
,62.0,1014.75,,0,0
,30.0,1009.3,0.0,0,0
,95.5,1016.45,8.0,1,1
,53.5,1010.5,,0,0
,79.0,1011.05,,0,0
,75.5,,7.0,0,0
0.0,84.5,1015.9,8.0,1,1
,49.5,1011.05,,0,0
,96.5,,8.0,1,1
11.0,60.5,1009.95,2.0,0,0
,71.5,1018.6,,1,0
,37.0,1014.75,,0,0
11.2,57.0,1018.3499999999999,6.0,0,0
,61.0,1012.25,,0,0
,82.5,,7.5,0,1
,80.5,1014.6,,0,0
9.0,47.5,1014.75,5.5,0,0
,60.5,1019.1,,0,0
10.7,43.5,1017.25,1.0,0,0
13.1,47.0,1014.6,2.0,0,0
,54.5,1023.25,5.0,0,0
,21.0,1006.8499999999999,2.0,0,0
11.3,47.5,1014.0,1.0,0,0
,54.5,1021.8,,0,0
,65.5,1013.0,4.0,1,0
,81.0,1018.8,,0,0
,,,,0,0
,56.0,1010.9,,0,0
,72.0,,7.5,1,0
,46.5,1013.05,,0,0
,48.5,1017.15,,0,0
10.9,14.5,1014.45,2.5,0,0
10.1,36.5,1017.35,0.5,0,0
,46.5,1017.05,,1,0
,38.5,1028.9,7.0,0,0
2.9,79.0,1020.2,4.5,0,0
10.1,56.0,1013.7,1.0,1,0
4.3,76.5,1016.4000000000001,6.5,0,1
,42.0,1005.65,,0,0
,23.0,1015.2,1.5,0,0
,96.0,1016.85,,0,1
10.4,45.5,1015.3,2.5,0,0
,72.5,1007.8,8.0,1,1
12.7,58.0,1011.3,4.5,0,0
,57.0,1030.75,,0,0
,76.0,1010.2,,0,0
,79.5,1020.1500000000001,8.0,1,1
,76.5,1029.25,,0,0
,92.5,1019.7,8.0,1,1
,41.0,1018.2,,0,0
6.1,74.5,1021.3499999999999,5.0,0,0
,65.5,1024.3,4.0,1,0
,51.0,1019.7,4.5,0,0
,57.5,1008.4,,1,0
,90.5,1029.7,8.0,0,1
,67.5,1020.25,3.5,1,0
,48.5,1010.5,,0,0
,62.0,1019.0,,0,0
,62.5,1017.7,,0,0
,,,,0,0
,48.0,1014.8499999999999,,0,0
,40.0,1006.9,,0,0
13.0,64.0,1022.3499999999999,1.0,0,0
,,,,0,0
,70.0,1023.5500000000001,,0,0
,48.5,1019.8,2.0,0,0
,53.5,1019.7,,0,0
,76.5,1005.85,6.5,1,1
0.1,87.0,1008.4,7.5,1,1
0.1,77.0,1012.75,7.5,1,1
,77.5,1029.6999999999998,,0,0
,18.5,1018.35,,0,0
,32.5,1007.15,1.0,1,0
,69.0,1024.3,,1,0
,55.0,1018.8499999999999,,0,0
8.9,58.5,1020.95,3.0,0,0
,70.5,1013.85,6.5,1,1
,77.0,1022.45,4.5,0,0
,43.5,1009.0,,0,0
,71.0,1022.25,,0,0
,19.0,1013.5999999999999,0.0,0,0
9.2,54.5,1024.75,4.0,0,0
,71.5,,7.5,0,0
,78.0,,3.5,0,0
,59.0,1015.6,,0,0
11.0,46.0,1010.7,1.5,1,0
,57.5,1015.5999999999999,,1,0
10.6,45.0,1020.7,2.0,0,0
,59.0,,,1,0
,,,,0,0
6.5,85.5,1014.35,5.5,0,1
,82.0,1015.25,,1,0
,33.5,1016.8499999999999,,0,0
10.9,56.0,1019.55,5.5,0,0
,25.0,1002.8,7.0,1,0
,,,,1,0
,87.5,1007.75,8.0,1,1
,82.5,1032.1999999999998,,0,0
10.4,51.0,1019.95,1.5,0,0
,90.5,1008.9,7.5,1,1
,80.5,,6.5,1,0
7.1,73.5,1025.5,3.0,0,0
8.2,72.0,1015.35,4.0,1,0
,65.0,1022.15,,0,0
,39.0,1017.3,0.5,0,0
,75.5,1014.15,,0,0
,64.5,1020.2,,0,0
,66.5,1020.4000000000001,,0,0
,72.0,1011.5,,0,0
0.0,91.0,1006.35,7.5,1,1
10.2,63.5,1017.85,2.0,0,0
,39.5,1012.8,,0,0
,60.0,1021.25,,1,0
9.5,68.5,1017.3,4.5,0,0
1.2,84.5,1014.45,7.0,0,1
,65.0,1028.55,,0,0
,42.0,,0.0,0,0
,57.0,1024.45,,0,0
,32.0,1021.95,6.5,0,0
10.9,36.5,1017.0999999999999,2.0,0,0
,27.5,1011.95,1.5,0,0
,82.0,1024.95,,0,0
3.3,81.0,1014.35,7.0,1,1
,,,,0,0
,36.0,1020.5999999999999,5.5,0,0
,43.0,1005.85,,0,0
,46.0,1025.8,,0,0
,57.5,1026.0,,0,0
,40.5,1007.9,1.0,0,0
,61.0,1021.85,,0,0
,,,,0,0
,36.0,1011.3499999999999,,0,0
,35.5,1025.9,,0,0
,24.5,1020.5,7.0,0,0
10.3,49.5,1006.85,4.0,0,0
,61.0,,,0,0
,52.0,1006.85,,0,0
,76.0,1028.5,,0,0
,41.5,1013.55,,0,0
,70.0,1018.35,,0,0
1.4,82.5,1021.9000000000001,8.0,1,1
,49.0,1014.75,5.5,0,0
,46.0,1021.0999999999999,,0,0
,59.0,1015.85,,0,0
,83.0,1015.65,6.5,0,1
,87.0,1021.2,,0,1
,38.0,1013.75,,0,0
,85.5,1010.15,6.5,1,1
,91.5,1029.1,,1,1
10.2,46.0,1024.1999999999998,0.5,0,0
,66.0,1008.95,,0,0
,74.0,1015.0,,0,0
,53.0,1012.95,6.0,0,0
,62.0,1008.0,,0,0
4.6,69.0,1011.4,7.0,1,1
9.9,57.5,1019.8,2.5,0,0
13.5,39.5,1016.05,1.0,0,0
,,,,0,0
,63.0,1011.4,,0,0
,81.5,1019.2,7.5,1,1
,22.5,1021.9,0.0,0,0
,75.5,1020.25,,0,0
,52.5,1025.35,2.5,0,0
,63.0,1023.25,,0,0
,,,,0,0
,23.5,1015.0,2.0,0,0
,,,,0,0
12.6,34.5,1010.1500000000001,1.0,0,0
13.3,34.0,1006.2,0.0,0,0
12.4,48.0,1009.6500000000001,5.5,1,0
7.5,65.5,1011.95,5.0,1,0
,76.5,1019.0999999999999,4.5,0,0
,7.0,1013.0,3.0,0,0
,41.0,1014.0,,0,0
,70.5,,,0,0
,64.5,1026.25,,1,0
,74.5,1026.3,,1,0
,60.0,,,0,0
7.2,63.0,1021.0,7.0,1,0
,86.5,1028.2,,0,0
1.6,85.0,1032.35,6.5,1,1
,85.0,1009.1500000000001,,0,1
12.7,36.0,1007.3499999999999,1.0,0,0
,76.0,1026.2,,0,0
,62.5,1019.8,,0,0
,75.5,1019.05,6.0,0,0
,69.0,,3.0,1,0
13.3,34.5,1007.2,2.5,0,0
,85.5,,7.5,1,0
,36.0,,0.5,0,0
,61.0,1012.25,8.0,0,0
,71.5,1022.0,,0,0
,34.5,1012.25,,0,0
12.9,46.5,1013.6,,0,0
,74.0,1020.5,,0,0
,91.5,1014.1500000000001,,1,1
,91.5,,5.5,1,1
4.8,82.0,1005.5,7.0,1,1
9.7,33.0,1011.6500000000001,5.5,0,0
0.4,86.5,1017.0,8.0,1,1
,34.0,1016.95,,0,0
,65.5,1012.85,,0,0
11.4,27.0,1013.3,2.0,0,0
,51.0,1013.5,7.0,0,0
,35.0,1007.15,,0,0
1.5,62.5,1026.5,7.0,1,0
,,,,0,0
,43.0,1014.75,,0,0
,68.0,1012.0,4.5,1,0
,78.5,1020.5,7.5,0,1
,63.5,1016.75,,0,0
,43.0,1016.0,1.5,0,0
,57.5,1023.9499999999999,,0,0
,75.5,1033.25,8.0,1,0
,45.0,1009.25,,0,0
,75.0,1015.75,,0,0
,,,,0,0
,86.0,1016.5,7.0,0,1
,32.5,1028.1,0.0,0,0
9.2,68.0,1023.9000000000001,2.5,1,0
2.9,75.0,1002.9,7.5,0,1
9.3,35.5,1006.6,6.0,0,0
,58.0,1029.15,,0,0
,78.0,1019.5999999999999,,1,0
,57.0,,5.5,0,0
,77.5,1024.35,8.0,1,0
0.0,91.0,1022.4,8.0,1,1
13.1,58.0,1014.2,3.5,0,0
,,,,0,0
,74.5,1020.25,,0,0
6.2,60.5,1024.6,6.5,0,0
,64.5,1003.3,7.5,1,0
,41.0,1026.2,1.5,0,0
,72.5,1019.2,,0,0
11.0,30.5,1019.0,1.0,0,0
,36.5,1007.0,,1,0
6.8,81.5,1010.3,3.5,0,0
0.6,84.5,1013.2,7.5,1,1
,100.0,1018.25,,1,1
,86.5,1018.65,8.0,1,1
,91.5,1008.9000000000001,,0,1
,,,,0,0
10.4,45.0,1021.55,4.0,0,0
,66.0,,7.5,0,0
,34.0,1019.8499999999999,,0,0
,69.0,,,0,0
9.9,54.5,1028.35,1.5,0,0
,71.0,1014.05,,0,0
,48.5,1011.25,,0,0
,65.0,1024.7,,0,0
,67.5,1015.4,,0,0
,71.5,1023.3000000000001,,0,0
,66.5,1021.9,,0,0
,70.5,1008.0,7.0,1,1
,51.0,1017.3499999999999,,0,0
12.7,28.0,1014.0,1.0,0,0
0.0,77.0,1013.95,8.0,0,1
,72.0,1025.6,,0,0
,23.0,1014.9,1.0,0,0
,90.0,1029.5500000000002,,1,0
,59.0,,,0,0
,70.5,1024.9499999999998,,0,0
,54.5,1027.4,,0,0
,69.0,1008.65,,0,0
,49.0,1023.65,,0,0
10.6,51.0,1016.65,1.5,0,0
,26.5,1022.35,,0,0
9.6,51.0,1026.25,5.0,0,0
,84.5,,,0,0
12.5,64.0,1016.1,3.5,0,0
10.3,39.0,1016.75,2.0,0,0
,52.0,1017.4,,0,0
,54.0,1018.8,,0,0
,53.0,1017.1500000000001,,1,0
,84.0,1014.25,7.5,1,1
,64.0,,3.0,0,0
,69.5,1020.3,,0,0
11.9,35.5,1013.85,5.0,0,0
,34.5,1016.3,,0,0
11.5,41.5,1014.35,3.0,0,0
,65.0,1017.6,,0,0
,86.5,1007.85,,1,1
,45.0,1009.45,2.0,0,0
,81.0,1013.75,3.5,0,0
,62.5,1007.8,,0,0
,62.0,,,0,0
,70.5,1009.25,,1,0
10.9,47.0,1020.4,1.0,0,0
,83.0,1024.1,,0,0
,43.5,1009.55,,0,0
,48.5,1015.9,,1,0
13.3,35.5,1010.1,1.5,0,0
,55.0,1016.2,,0,0
,34.0,1016.0999999999999,,0,0
,55.0,1013.7,,0,0
,61.5,1005.3499999999999,8.0,0,0
,88.5,1026.35,,0,0
,57.5,1019.15,,0,0
,52.5,,3.5,0,0
,,,,0,0
,30.0,1015.5,2.5,0,0
,66.0,,2.5,0,0
,64.5,1019.05,,0,0
,88.5,1017.45,5.5,0,1
,72.5,1011.65,8.0,0,1
,69.0,1014.75,,0,0
10.1,45.0,1026.15,1.0,0,0
10.0,43.0,1016.75,3.5,0,0
,,,,1,0
,51.5,,4.5,0,0
,58.5,1022.45,,0,0
,50.0,1022.5,,0,0
,72.0,1020.8,,0,0
,27.5,1015.2,1.0,0,0
1.8,74.0,1018.45,6.5,0,1
,94.5,1021.2,,1,1
,72.0,1008.3,,0,0
,,1014.45,,0,0
,51.0,1018.55,,0,0
,71.5,1018.25,,0,0
,71.0,1022.25,,0,0
,61.0,1019.35,,0,0
,64.5,,7.0,0,0
,72.5,1008.1,,1,0
10.8,43.0,1026.25,1.0,0,0
,,,,0,0
5.1,59.0,1022.0,5.5,0,0
0.0,90.5,,7.5,1,1
3.2,61.0,1021.7,5.0,0,0
1.1,83.5,1014.1,7.5,1,1
11.1,41.5,1021.3499999999999,0.5,0,0
,88.0,,6.5,0,1
,62.0,,0.5,0,0
,58.0,1010.1500000000001,6.5,0,0
,49.5,1013.0999999999999,,0,0
,45.5,1018.0,,0,0
7.3,55.5,1022.6500000000001,4.5,0,0
,66.5,1011.1,,0,0
,67.5,1010.05,,1,0
11.1,42.5,1017.35,5.0,0,0
,,1009.55,,0,0
,,1008.5999999999999,,0,0
,48.0,1011.1500000000001,6.0,0,0
,85.0,1025.45,6.0,1,0
,80.0,1020.0,,0,0
,64.5,1019.9,,0,0
,48.0,1017.5,,0,0
10.8,32.5,1012.95,3.5,0,0
8.9,46.5,1013.4000000000001,6.0,0,0
0.0,52.5,1009.75,8.0,1,0
